station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LNS,2022-02-10 00:53,37.90,28.00,67.20,90.00,5.00,0.00,29.91,1013.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.40,KLNS 100053Z 09005KT 10SM CLR 03/M02 A2991 RMK AO2 SLP132 T00331022 $,null
LNS,2022-02-10 01:53,36.00,28.00,72.43,90.00,5.00,0.00,29.90,1012.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31.15,KLNS 100153Z 09005KT 10SM CLR 02/M02 A2990 RMK AO2 SLP128 T00221022,null
LNS,2022-02-10 02:53,35.10,28.00,75.06,80.00,5.00,0.00,29.89,1012.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30.08,KLNS 100253Z 08005KT 10SM CLR 02/M02 A2989 RMK AO2 SLP124 T00171022 58007,null
LNS,2022-02-10 03:53,35.10,28.00,75.06,110.00,5.00,0.00,29.87,1011.80,10.00,null,BKN,null,null,null,9500.00,null,null,null,null,null,null,null,null,null,null,30.08,KLNS 100353Z 11005KT 10SM BKN095 02/M02 A2987 RMK AO2 SLP118 T00171022,null
LNS,2022-02-10 04:53,37.00,28.00,69.63,50.00,4.00,0.00,29.86,1011.40,10.00,null,OVC,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,33.26,KLNS 100453Z AUTO 05004KT 10SM OVC090 03/M02 A2986 RMK AO2 SLP114 T00281022 401111056,null
LNS,2022-02-10 05:53,39.00,28.00,64.37,0.00,0.00,0.00,29.86,1011.40,10.00,null,BKN,OVC,null,null,8000.00,9000.00,null,null,null,null,null,null,null,null,null,39.00,KLNS 100553Z AUTO 00000KT 10SM BKN080 OVC090 04/M02 A2986 RMK AO2 SLP114 T00391022 10044 20011 56008,null
LNS,2022-02-10 06:53,42.10,27.00,54.78,200.00,3.00,0.00,29.87,1011.50,10.00,null,BKN,OVC,null,null,7000.00,9000.00,null,null,null,null,null,null,null,null,null,40.23,KLNS 100653Z AUTO 20003KT 10SM BKN070 OVC090 06/M03 A2987 RMK AO2 SLP115 T00561028,null
LNS,2022-02-10 07:53,37.90,28.00,67.20,130.00,7.00,0.00,29.83,1010.20,10.00,null,FEW,BKN,null,null,8000.00,10000.00,null,null,null,null,null,null,null,null,null,31.97,KLNS 100753Z AUTO 13007KT 10SM FEW080 BKN100 03/M02 A2983 RMK AO2 SLP102 T00331022,null
LNS,2022-02-10 08:53,36.00,26.10,66.97,0.00,0.00,0.00,29.83,1010.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36.00,KLNS 100853Z AUTO 00000KT 10SM CLR 02/M03 A2983 RMK AO2 SLP102 T00221033 58012,null
LNS,2022-02-10 09:53,35.10,26.10,69.41,0.00,0.00,0.00,29.85,1010.90,10.00,null,BKN,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,35.10,KLNS 100953Z AUTO 00000KT 10SM BKN090 02/M03 A2985 RMK AO2 SLP109 T00171033,null
LNS,2022-02-10 10:53,34.00,26.10,72.52,130.00,4.00,0.00,29.86,1011.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29.76,KLNS 101053Z 13004KT 10SM CLR 01/M03 A2986 RMK AO2 SLP113 T00111033,null
LNS,2022-02-10 11:53,32.00,26.10,78.58,0.00,0.00,0.00,29.87,1011.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.00,KLNS 101153Z 00000KT 10SM CLR 00/M03 A2987 RMK AO2 SLP118 T00001033 10056 21006 51014,null
LNS,2022-02-10 12:53,32.00,26.10,78.58,0.00,0.00,0.00,29.87,1011.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.00,KLNS 101253Z 00000KT 10SM CLR 00/M03 A2987 RMK AO2 SLP118 T00001033,null
LNS,2022-02-10 13:53,42.10,30.00,61.94,0.00,0.00,0.00,29.88,1012.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.10,KLNS 101353Z 00000KT 10SM CLR 06/M01 A2988 RMK AO2 SLP122 T00561011,null
LNS,2022-02-10 14:53,50.00,30.00,45.93,240.00,12.00,0.00,29.89,1012.20,10.00,null,FEW,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 101453Z 24012KT 10SM FEW060 10/M01 A2989 RMK AO2 SLP122 T01001011 53006,null
LNS,2022-02-10 15:53,52.00,26.10,36.34,260.00,15.00,0.00,29.88,1011.80,10.00,23.00,FEW,null,null,null,6000.00,null,null,null,null,null,null,null,27.00,260.00,2022-02-10 15:29,52.00,KLNS 101553Z 26015G23KT 10SM FEW060 11/M03 A2988 RMK AO2 PK WND 26027/1529 SLP118 T01111033,null
LNS,2022-02-10 16:53,53.10,24.10,32.11,270.00,17.00,0.00,29.87,1011.60,10.00,23.00,BKN,null,null,null,5000.00,null,null,null,null,null,null,null,30.00,260.00,2022-02-10 16:23,53.10,KLNS 101653Z 27017G23KT 10SM BKN050 12/M04 A2987 RMK AO2 PK WND 26030/1623 SLP116 T01171044,null
LNS,2022-02-10 17:53,53.10,24.10,32.11,290.00,17.00,0.00,29.85,1011.00,10.00,23.00,BKN,OVC,null,null,7500.00,9000.00,null,null,null,null,null,null,29.00,240.00,2022-02-10 17:01,53.10,KLNS 101753Z 29017G23KT 10SM BKN075 OVC090 12/M04 A2985 RMK AO2 PK WND 24029/1701 SLP110 T01171044 10122 21006 58012,null
LNS,2022-02-10 18:53,53.10,24.10,32.11,290.00,15.00,0.00,29.84,1010.50,10.00,null,BKN,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 101853Z 29015KT 10SM BKN075 12/M04 A2984 RMK AO2 SLP105 T01171044,null
LNS,2022-02-10 19:53,53.10,21.00,28.18,240.00,19.00,0.00,29.84,1010.50,10.00,29.00,BKN,null,null,null,8500.00,null,null,null,null,null,null,null,29.00,260.00,2022-02-10 19:51,53.10,KLNS 101953Z 24019G29KT 10SM BKN085 12/M06 A2984 RMK AO2 PK WND 26029/1951 SLP105 T01171061,null
LNS,2022-02-10 20:53,51.10,23.00,33.01,290.00,14.00,0.00,29.86,1011.10,10.00,null,BKN,null,null,null,8500.00,null,null,null,null,null,null,null,30.00,260.00,2022-02-10 20:35,51.10,KLNS 102053Z 29014KT 10SM BKN085 11/M05 A2986 RMK AO2 PK WND 26030/2035 SLP111 T01061050 53002,null
LNS,2022-02-10 21:53,50.00,21.90,32.83,290.00,12.00,0.00,29.88,1011.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 102153Z 29012KT 10SM CLR 10/M06 A2988 RMK AO2 SLP119 T01001056,null
LNS,2022-02-10 22:53,44.10,21.00,39.47,300.00,4.00,0.00,29.89,1012.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.55,KLNS 102253Z 30004KT 10SM CLR 07/M06 A2989 RMK AO2 SLP125 T00671061,null
LNS,2022-02-10 23:53,43.00,21.00,41.17,0.00,0.00,0.00,29.92,1013.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.00,KLNS 102353Z AUTO 00000KT 10SM CLR 06/M06 A2992 RMK AO2 SLP134 T00611061 10128 20056 53022,null
LNS,2022-02-11 00:53,39.90,21.00,46.41,0.00,0.00,0.00,29.94,1014.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.90,KLNS 110053Z AUTO 00000KT 10SM CLR 04/M06 A2994 RMK AO2 SLP141 T00441061,null
LNS,2022-02-11 01:53,39.00,19.90,45.87,0.00,0.00,0.00,29.94,1014.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.00,KLNS 110153Z 00000KT 10SM CLR 04/M07 A2994 RMK AO2 SLP142 T00391067,null
LNS,2022-02-11 02:53,35.10,21.00,56.05,0.00,0.00,0.00,29.94,1014.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.10,KLNS 110253Z 00000KT 10SM CLR 02/M06 A2994 RMK AO2 SLP140 T00171061 51007,null
LNS,2022-02-11 03:53,35.10,21.00,56.05,140.00,3.00,0.00,29.94,1013.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.23,KLNS 110353Z AUTO 14003KT 10SM CLR 02/M06 A2994 RMK AO2 SLP139 T00171061,null
LNS,2022-02-11 04:53,30.90,21.00,66.34,0.00,0.00,0.00,29.94,1013.90,10.00,null,FEW,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,30.90,KLNS 110453Z AUTO 00000KT 10SM FEW100 M01/M06 A2994 RMK AO2 SLP139 T10061061 401281006,null
LNS,2022-02-11 05:53,30.90,21.00,66.34,0.00,0.00,0.00,29.95,1014.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30.90,KLNS 110553Z AUTO 00000KT 10SM CLR M01/M06 A2995 RMK AO2 SLP143 T10061061 10067 21006 53002,null
LNS,2022-02-11 06:53,30.00,19.90,65.66,0.00,0.00,0.00,29.95,1014.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30.00,KLNS 110653Z AUTO 00000KT 10SM CLR M01/M07 A2995 RMK AO2 SLP145 T10111067,null
LNS,2022-02-11 07:53,30.90,21.00,66.34,100.00,4.00,0.00,29.96,1014.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26.14,KLNS 110753Z AUTO 10004KT 10SM CLR M01/M06 A2996 RMK AO2 SLP146 T10061061,null
LNS,2022-02-11 08:53,28.90,19.90,68.67,0.00,0.00,0.00,29.96,1014.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.90,KLNS 110853Z AUTO 00000KT 10SM CLR M02/M07 A2996 RMK AO2 SLP149 T10171067 53005,null
LNS,2022-02-11 09:53,28.00,21.00,74.67,0.00,0.00,0.00,29.97,1015.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.00,KLNS 110953Z AUTO 00000KT 10SM CLR M02/M06 A2997 RMK AO2 SLP152 T10221061,null
LNS,2022-02-11 10:53,27.00,21.00,77.80,0.00,0.00,0.00,29.98,1015.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27.00,KLNS 111053Z 00000KT 10SM CLR M03/M06 A2998 RMK AO2 SLP157 T10281061,null
LNS,2022-02-11 11:53,25.00,19.90,80.66,70.00,3.00,0.00,29.98,1015.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.69,KLNS 111153Z 07003KT 10SM CLR M04/M07 A2998 RMK AO2 SLP157 T10391067 10000 21039 51007,null
LNS,2022-02-11 12:53,27.00,21.90,80.83,0.00,0.00,0.00,30.00,1016.20,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27.00,KLNS 111253Z 00000KT 8SM CLR M03/M06 A3000 RMK AO2 SLP162 T10281056,null
LNS,2022-02-11 13:53,33.10,25.00,71.82,0.00,0.00,0.00,30.00,1016.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.10,KLNS 111353Z 00000KT 10SM CLR 01/M04 A3000 RMK AO2 SLP163 T00061039,null
LNS,2022-02-11 14:53,41.00,28.00,59.55,70.00,4.00,0.00,29.99,1016.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37.93,KLNS 111453Z 07004KT 10SM CLR 05/M02 A2999 RMK AO2 SLP160 T00501022 50003,null
LNS,2022-02-11 15:53,52.00,25.00,34.72,180.00,9.00,0.00,29.97,1015.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KLNS 111553Z 18009KT 10SM CLR 11/M04 A2997 RMK AO2 SLP152 T01111039,null
LNS,2022-02-11 16:53,55.00,26.10,32.56,180.00,14.00,0.00,29.95,1014.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 111653Z 18014KT 10SM CLR 13/M03 A2995 RMK AO2 SLP142 T01281033,null
LNS,2022-02-11 17:53,57.90,26.10,29.32,200.00,13.00,0.00,29.90,1012.60,10.00,19.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 111753Z 20013G19KT 10SM CLR 14/M03 A2990 RMK AO2 SLP126 T01441033 10144 21039 58032,null
LNS,2022-02-11 18:53,57.90,27.00,30.43,190.00,15.00,0.00,29.86,1011.20,10.00,21.00,CLR,null,null,null,null,null,null,null,null,null,null,null,27.00,180.00,2022-02-11 17:59,57.90,KLNS 111853Z 19015G21KT 10SM CLR 14/M03 A2986 RMK AO2 PK WND 18027/1759 SLP112 T01441028,null
LNS,2022-02-11 19:53,60.10,28.00,29.31,190.00,15.00,0.00,29.83,1010.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.10,KLNS 111953Z 19015KT 10SM CLR 16/M02 A2983 RMK AO2 SLP102 T01561022,null
LNS,2022-02-11 20:53,59.00,28.00,30.48,190.00,14.00,0.00,29.82,1009.80,10.00,22.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KLNS 112053Z 19014G22KT 10SM CLR 15/M02 A2982 RMK AO2 SLP098 T01501022 56027,null
LNS,2022-02-11 21:53,59.00,27.00,29.25,180.00,12.00,0.00,29.81,1009.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KLNS 112153Z 18012KT 10SM CLR 15/M03 A2981 RMK AO2 SLP095 T01501028,null
LNS,2022-02-11 22:53,55.90,27.00,32.71,170.00,11.00,0.00,29.82,1009.80,10.00,null,SCT,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,55.90,KLNS 112253Z 17011KT 10SM SCT100 13/M03 A2982 RMK AO2 SLP098 T01331028,null
LNS,2022-02-11 23:53,55.00,28.00,35.21,180.00,11.00,0.00,29.83,1010.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 112353Z 18011KT 10SM CLR 13/M02 A2983 RMK AO2 SLP104 T01281022 10156 20122 53004,null
LNS,2022-02-12 00:53,54.00,28.90,37.89,180.00,10.00,0.00,29.83,1010.30,10.00,null,BKN,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,54.00,KLNS 120053Z 18010KT 10SM BKN120 12/M02 A2983 RMK AO2 SLP103 T01221017,null
LNS,2022-02-12 01:53,53.10,30.00,40.96,180.00,10.00,0.00,29.82,1009.90,10.00,null,BKN,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 120153Z 18010KT 10SM BKN110 12/M01 A2982 RMK AO2 SLP099 T01171011,null
LNS,2022-02-12 02:53,54.00,30.00,39.63,180.00,12.00,0.00,29.82,1009.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KLNS 120253Z 18012KT 10SM CLR 12/M01 A2982 RMK AO2 SLP097 T01221011 57005,null
LNS,2022-02-12 03:53,53.10,30.90,42.48,190.00,13.00,0.00,29.81,1009.50,10.00,20.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 120353Z 19013G20KT 10SM CLR 12/M01 A2981 RMK AO2 SLP095 T01171006,null
LNS,2022-02-12 04:53,52.00,30.90,44.24,190.00,14.00,0.00,29.81,1009.50,10.00,21.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KLNS 120453Z AUTO 19014G21KT 10SM CLR 11/M01 A2981 RMK AO2 SLP095 T01111006 401561039,null
LNS,2022-02-12 05:53,51.10,30.00,44.09,200.00,11.00,0.00,29.81,1009.50,10.00,18.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 120553Z AUTO 20011G18KT 10SM CLR 11/M01 A2981 RMK AO2 SLP095 T01061011 10128 20106 55001,null
LNS,2022-02-12 06:53,54.00,28.90,37.89,210.00,13.00,0.00,29.81,1009.50,10.00,19.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KLNS 120653Z AUTO 21013G19KT 10SM CLR 12/M02 A2981 RMK AO2 SLP095 T01221017,null
LNS,2022-02-12 07:53,53.10,28.90,39.16,260.00,8.00,0.00,29.83,1009.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 120753Z AUTO 26008KT 10SM CLR 12/M02 A2983 RMK AO2 SLP099 T01171017 $,null
LNS,2022-02-12 08:53,51.10,28.90,42.16,0.00,0.00,0.00,29.85,1010.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 120853Z AUTO 00000KT 10SM CLR 11/M02 A2985 RMK AO2 SLP107 T01061017 53012 $,null
LNS,2022-02-12 09:53,46.00,28.90,51.03,0.00,0.00,0.00,29.86,1011.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KLNS 120953Z AUTO 00000KT 10SM CLR 08/M02 A2986 RMK AO2 SLP111 T00781017 $,null
LNS,2022-02-12 10:53,41.00,28.90,61.79,290.00,5.00,0.00,29.87,1011.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37.08,KLNS 121053Z 29005KT 10SM CLR 05/M02 A2987 RMK AO2 SLP116 T00501017 $,null
LNS,2022-02-12 11:53,46.00,30.00,53.37,250.00,6.00,0.00,29.90,1012.60,10.00,null,BKN,null,null,null,9500.00,null,null,null,null,null,null,null,null,null,null,42.39,KLNS 121153Z 25006KT 10SM BKN095 08/M01 A2990 RMK AO2 SLP126 T00781011 10139 20050 53018 $,null
LNS,2022-02-12 12:53,43.00,30.00,59.83,0.00,0.00,0.00,29.94,1013.80,10.00,null,FEW,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,43.00,KLNS 121253Z 00000KT 10SM FEW100 06/M01 A2994 RMK AO2 SLP138 T00611011 $,null
LNS,2022-02-12 13:53,50.00,34.00,53.97,300.00,6.00,0.00,29.97,1014.90,10.00,null,BKN,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 121353Z 30006KT 10SM BKN100 10/01 A2997 RMK AO2 SLP149 T01000011 $,null
LNS,2022-02-12 14:53,50.00,32.00,49.81,290.00,8.00,0.00,29.99,1015.50,10.00,null,OVC,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 121453Z 29008KT 10SM OVC100 10/00 A2999 RMK AO2 SLP155 T01000000 51028 $,null
LNS,2022-02-12 15:53,54.00,30.90,41.11,270.00,20.00,0.00,29.99,1015.60,10.00,27.00,FEW,null,null,null,10000.00,null,null,null,null,null,null,null,27.00,280.00,2022-02-12 15:49,54.00,KLNS 121553Z 27020G27KT 10SM FEW100 12/M01 A2999 RMK AO2 PK WND 28027/1549 SLP156 T01221006 $,null
LNS,2022-02-12 16:53,52.00,30.00,42.65,270.00,19.00,0.00,30.01,1016.20,10.00,24.00,CLR,null,null,null,null,null,null,null,null,null,null,null,28.00,280.00,2022-02-12 16:22,52.00,KLNS 121653Z 27019G24KT 10SM CLR 11/M01 A3001 RMK AO2 PK WND 28028/1622 SLP162 T01111011 $,null
LNS,2022-02-12 17:53,55.00,30.00,38.21,290.00,17.00,0.00,29.99,1015.80,10.00,23.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 121753Z 29017G23KT 10SM CLR 13/M01 A2999 RMK AO2 SLP158 T01281011 10128 20056 50003 $,null
LNS,2022-02-12 18:53,53.10,28.90,39.16,270.00,14.00,0.00,29.99,1015.60,10.00,null,SCT,BKN,null,null,5500.00,8500.00,null,null,null,null,null,null,27.00,290.00,2022-02-12 18:00,53.10,KLNS 121853Z 27014KT 10SM SCT055 BKN085 12/M02 A2999 RMK AO2 PK WND 29027/1800 SLP156 T01171017 $,null
LNS,2022-02-12 19:53,54.00,28.00,36.52,280.00,16.00,0.00,30.00,1015.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KLNS 121953Z 28016KT 10SM CLR 12/M02 A3000 RMK AO2 SLP157 T01221022 $,null
LNS,2022-02-12 20:53,53.10,28.00,37.74,310.00,12.00,0.00,30.01,1016.20,10.00,21.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 122053Z 31012G21KT 10SM CLR 12/M02 A3001 RMK AO2 SLP162 T01171022 53005 $,null
LNS,2022-02-12 21:53,48.90,25.00,38.95,310.00,10.00,0.00,30.04,1017.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.16,KLNS 122153Z 31010KT 10SM CLR 09/M04 A3004 RMK AO2 SLP173 T00941039 $,null
LNS,2022-02-12 22:53,45.00,23.00,41.50,320.00,10.00,0.00,30.08,1018.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.27,KLNS 122253Z 32010KT 10SM CLR 07/M05 A3008 RMK AO2 SLP187 T00721050 $,null
LNS,2022-02-12 23:53,44.10,23.00,42.95,340.00,7.00,0.00,30.11,1019.60,10.00,null,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,39.53,KLNS 122353Z 34007KT 10SM FEW120 07/M05 A3011 RMK AO2 SLP196 T00671050 10128 20067 51033 $,null
LNS,2022-02-13 00:53,43.00,21.90,42.77,340.00,9.00,0.00,30.12,1020.10,10.00,null,OVC,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,37.19,KLNS 130053Z 34009KT 10SM OVC110 06/M06 A3012 RMK AO2 SLP201 T00611056 $,null
LNS,2022-02-13 01:53,41.00,23.00,48.39,350.00,10.00,0.00,30.14,1020.80,10.00,null,OVC,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,34.25,KLNS 130153Z 35010KT 10SM OVC100 05/M05 A3014 RMK AO2 SLP208 T00501050 $,null
LNS,2022-02-13 02:53,39.90,23.00,50.50,340.00,8.00,0.00,30.13,1020.40,10.00,null,OVC,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,33.84,KLNS 130253Z 34008KT 10SM OVC100 04/M05 A3013 RMK AO2 SLP204 T00441050 50007 $,null
LNS,2022-02-13 03:53,39.00,21.90,49.93,330.00,4.00,0.00,30.13,1020.40,10.00,null,SCT,OVC,null,null,5500.00,9000.00,null,null,null,null,null,null,null,null,null,35.59,KLNS 130353Z 33004KT 10SM SCT055 OVC090 04/M06 A3013 RMK AO2 SLP204 T00391056 $,null
LNS,2022-02-13 04:53,39.00,21.00,48.06,330.00,6.00,0.00,30.13,1020.40,10.00,null,OVC,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,33.96,KLNS 130453Z AUTO 33006KT 10SM OVC075 04/M06 A3013 RMK AO2 SLP204 T00391061 401390039 $,null
LNS,2022-02-13 05:53,37.90,21.00,50.18,0.00,0.00,0.00,30.15,1021.00,10.00,null,OVC,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,37.90,KLNS 130553Z AUTO 00000KT 10SM OVC050 03/M06 A3015 RMK AO2 SLP210 T00331061 10067 20033 53006 $,null
LNS,2022-02-13 06:50,35.60,24.80,64.46,330.00,11.00,T,30.15,null,3.00,16.00,OVC,null,null,null,2400.00,null,null,null,-SN,null,null,null,null,null,null,27.02,KLNS 130650Z AUTO 33011G16KT 3SM -SN OVC024 02/M04 A3015 RMK AO2 SNB28 P0000 $,null
LNS,2022-02-13 06:53,34.00,26.10,72.52,330.00,10.00,T,30.15,1021.10,1.75,16.00,OVC,null,null,null,2200.00,null,null,null,-SN,null,null,null,null,null,null,25.48,KLNS 130653Z AUTO 33010G16KT 1 3/4SM -SN OVC022 01/M03 A3015 RMK AO2 SNB28 SLP211 P0000 T00111033 $,null
LNS,2022-02-13 07:13,33.10,28.00,81.30,340.00,4.00,T,30.14,null,1.50,null,OVC,null,null,null,1200.00,null,null,null,-SN,null,null,null,null,null,null,28.70,KLNS 130713Z AUTO 34004KT 1 1/2SM -SN OVC012 01/M02 A3014 RMK AO2 P0000 T00061022 $,null
LNS,2022-02-13 07:34,32.00,28.90,88.17,340.00,7.00,T,30.13,null,1.00,null,VV ,null,null,null,900.00,null,null,null,-SN BR,null,null,null,null,null,null,24.78,KLNS 130734Z AUTO 34007KT 1SM -SN BR VV009 00/M02 A3013 RMK AO2 P0000 T00001017 $,null
LNS,2022-02-13 07:44,32.00,28.90,88.17,320.00,6.00,T,30.13,null,0.75,null,VV ,null,null,null,800.00,null,null,null,-SN BR,null,null,null,null,null,null,25.53,KLNS 130744Z AUTO 32006KT 3/4SM -SN BR VV008 00/M02 A3013 RMK AO2 P0000 T00001017 $,null
LNS,2022-02-13 07:53,32.00,28.90,88.17,320.00,5.00,0.01,30.12,1020.20,1.00,null,VV ,null,null,null,700.00,null,null,null,-SN BR,null,null,null,null,null,null,26.40,KLNS 130753Z AUTO 32005KT 1SM -SN BR VV007 00/M02 A3012 RMK AO2 SLP202 P0001 T00001017 $,null
LNS,2022-02-13 08:40,32.00,28.90,88.17,340.00,3.00,T,30.13,null,0.75,null,VV ,null,null,null,600.00,null,null,null,-SN BR,null,null,null,null,null,null,28.69,KLNS 130840Z AUTO 34003KT 3/4SM -SN BR VV006 00/M02 A3013 RMK AO2 P0000 T00001017 $,null
LNS,2022-02-13 08:53,32.00,28.90,88.17,310.00,4.00,T,30.14,1020.70,1.00,null,null,null,null,null,null,null,null,null,-SN BR,null,null,null,null,null,null,27.42,KLNS 130853Z AUTO 31004KT 1SM -SN BR 00/M02 A3014 RMK AO2 SLP207 P0000 60001 T00001017 55004 $,null
LNS,2022-02-13 09:21,32.00,28.90,88.17,310.00,5.00,T,30.14,null,2.00,null,null,null,null,null,null,null,null,null,-SN BR,null,null,null,null,null,null,26.40,KLNS 130921Z AUTO 31005KT 2SM -SN BR 00/M02 A3014 RMK AO2 P0000 T00001017 $,null
LNS,2022-02-13 09:39,32.00,28.90,88.17,300.00,3.00,0.01,30.14,null,3.00,null,null,null,null,null,null,null,null,null,-SN BR,null,null,null,null,null,null,28.69,KLNS 130939Z AUTO 30003KT 3SM -SN BR 00/M02 A3014 RMK AO2 P0001 T00001017 $,null
LNS,2022-02-13 09:51,32.00,28.40,86.39,290.00,3.00,0.01,30.15,null,4.00,null,OVC,null,null,null,1000.00,null,null,null,-SN BR,null,null,null,null,null,null,28.69,KLNS 130951Z AUTO 29003KT 4SM -SN BR OVC010 00/M02 A3015 RMK AO2 P0001 $,null
LNS,2022-02-13 09:53,32.00,28.90,88.17,290.00,3.00,0.01,30.15,1021.20,4.00,null,OVC,null,null,null,1200.00,null,null,null,-SN BR,null,null,null,null,null,null,28.69,KLNS 130953Z AUTO 29003KT 4SM -SN BR OVC012 00/M02 A3015 RMK AO2 SLP212 P0001 T00001017 $,null
LNS,2022-02-13 10:07,32.00,28.90,88.17,0.00,0.00,T,30.15,null,2.50,null,OVC,null,null,null,1600.00,null,null,null,-SN BR,null,null,null,null,null,null,32.00,KLNS 131007Z AUTO 00000KT 2 1/2SM -SN BR OVC016 00/M02 A3015 RMK AO2 P0000 T00001017 $,null
